"number";"r IL_meas";"i IL_meas"
1325;0.435272;0
1326;0.537327;0
1327;0.64095;0
1328;0.533248;0
1329;0.410187;0
1330;0.513666;0
1331;0.513079;0
1332;0.709317;0
1333;0.518483;0
1334;0.578921;0
1335;0.560653;0
1336;0.521886;0
1337;0.798886;0
1338;0.502283;0
1339;0.537781;0
1340;0.62626;0
1341;0.708956;0
1342;0.570288;0
1343;0.527228;0
1344;0.57919;0
1345;0.606492;0
1346;0.502883;0
1347;0.64614;0
1348;0.682294;0
1349;0.670737;0
1350;0.604619;0
1351;0.582355;0
1352;0.549887;0
1353;0.518244;0
1354;0.594756;0
1355;0.801595;0
1356;0.530366;0
1357;0.631529;0
1358;0.476794;0
1359;0.666782;0
1360;0.400061;0
1361;0.499208;0
1362;0.616702;0
1363;0.71483;0
1364;0.486157;0
1365;0.591677;0
1366;0.542044;0
1367;0.481831;0
1368;0.455914;0
1369;0.574301;0
1370;0.438702;0
1371;0.601952;0
1372;0.536039;0
1373;0.542477;0
1374;0.616791;0
1375;0.474994;0
1376;0.598028;0
1377;0.479855;0
1378;0.628913;0
1379;0.545772;0
1380;0.53732;0
1381;0.618849;0
1382;0.42169;0
1383;0.588676;0
1384;0.480703;0
1385;0.614069;0
1386;0.570822;0
1387;0.518789;0
1388;0.663685;0
1389;0.590962;0
1390;0.53911;0
1391;0.591472;0
1392;0.702208;0
1393;0.815896;0
1394;0.645605;0
1395;0.46625;0
1396;0.615994;0
1397;0.602405;0
1398;0.492438;0
1399;0.61814;0
1400;0.603988;0
1401;0.569394;0
1402;0.534575;0
1403;0.574147;0
1404;0.680057;0
1405;0.612739;0
1406;0.5505;0
1407;0.628702;0
1408;0.635072;0
1409;0.593233;0
1410;0.575358;0
1411;0.595665;0
1412;0.667717;0
1413;0.567738;0
1414;0.503342;0
1415;0.587648;0
1416;0.752053;0
1417;0.609694;0
1418;0.816436;0
1419;0.51721;0
1420;0.645181;0
1421;0.742741;0
1422;0.515487;0
1423;0.66614;0
1424;0.631352;0
1425;0.458284;0
1426;0.425779;0
1427;0.485217;0
1428;0.72605;0
1429;0.602719;0
1430;0.474693;0
1431;0.589273;0
1432;0.472907;0
1433;0.493651;0
1434;0.562411;0
1435;0.654317;0
1436;0.56183;0
1437;0.55139;0
1438;0.566641;0
1439;0.581758;0
1440;0.576421;0
1441;0.598285;0
1442;0.508827;0
1443;0.549676;0
1444;0.71241;0
1445;0.536577;0
1446;0.530658;0
1447;0.469281;0
1448;0.57528;0
1449;0.515979;0
1450;0.600567;0
1451;0.730111;0
1452;0.482076;0
1453;0.587662;0
1454;0.534933;0
1455;0.575734;0
1456;0.712114;0
1457;0.55211;0
1458;0.523758;0
1459;0.634332;0
1460;0.528678;0
1461;0.571823;0
1462;0.501138;0
1463;0.623844;0
1464;0.650053;0
1465;0.623375;0
1466;0.665108;0
1467;0.546593;0
1468;0.626486;0
1469;0.659836;0
1470;0.570807;0
1471;0.452919;0
1472;0.600535;0
1473;0.783271;0
1474;0.516502;0
1475;0.549957;0
1476;0.595218;0
1477;0.487556;0
1478;0.687294;0
1479;0.551038;0
1480;0.583246;0
1481;0.418862;0
1482;0.495966;0
1483;0.638294;0
1484;0.601514;0
